id,backend_id,title,level,slug,paid
1789,1942,Primary Department for Each Employee,1,primary-department-for-each-employee,0
1790,1915,Check if One String Swap Can Make Strings Equal,1,check-if-one-string-swap-can-make-strings-equal,0
1791,1916,Find Center of Star Graph,1,find-center-of-star-graph,0
1792,1917,Maximum Average Pass Ratio,2,maximum-average-pass-ratio,0
1793,1918,Maximum Score of a Good Subarray,3,maximum-score-of-a-good-subarray,0
1794,1943,Count Pairs of Equal Substrings With Minimum Difference,2,count-pairs-of-equal-substrings-with-minimum-difference,1
1795,1948,Rearrange Products Table,1,rearrange-products-table,0
1796,1904,Second Largest Digit in a String,1,second-largest-digit-in-a-string,0
1797,1905,Design Authentication Manager,2,design-authentication-manager,0
1798,1930,Maximum Number of Consecutive Values You Can Make,2,maximum-number-of-consecutive-values-you-can-make,0
1799,1906,Maximize Score After N Operations,3,maximize-score-after-n-operations,0
1800,1927,Maximum Ascending Subarray Sum,1,maximum-ascending-subarray-sum,0
1801,1928,Number of Orders in the Backlog,2,number-of-orders-in-the-backlog,0
1802,1929,Maximum Value at a Given Index in a Bounded Array,2,maximum-value-at-a-given-index-in-a-bounded-array,0
1803,1907,Count Pairs With XOR in a Range,3,count-pairs-with-xor-in-a-range,0
1804,1949,Implement Trie II (Prefix Tree),2,implement-trie-ii-prefix-tree,1
1805,1933,Number of Different Integers in a String,1,number-of-different-integers-in-a-string,0
1806,1935,Minimum Number of Operations to Reinitialize a Permutation,2,minimum-number-of-operations-to-reinitialize-a-permutation,0
1807,1934,Evaluate the Bracket Pairs of a String,2,evaluate-the-bracket-pairs-of-a-string,0
1808,1936,Maximize Number of Nice Divisors,3,maximize-number-of-nice-divisors,0
1809,1958,Ad-Free Sessions,1,ad-free-sessions,1
1810,1959,Minimum Path Cost in a Hidden Grid,2,minimum-path-cost-in-a-hidden-grid,1
1811,1964,Find Interview Candidates,2,find-interview-candidates,1
1812,1920,Determine Color of a Chessboard Square,1,determine-color-of-a-chessboard-square,0
1813,1923,Sentence Similarity III,2,sentence-similarity-iii,0
1814,1925,Count Nice Pairs in an Array,2,count-nice-pairs-in-an-array,0
1815,1924,Maximum Number of Groups Getting Fresh Donuts,3,maximum-number-of-groups-getting-fresh-donuts,0
1816,1944,Truncate Sentence,1,truncate-sentence,0
1817,1945,Finding the Users Active Minutes,2,finding-the-users-active-minutes,0
1818,1946,Minimum Absolute Sum Difference,2,minimum-absolute-sum-difference,0
1819,1947,Number of Different Subsequences GCDs,3,number-of-different-subsequences-gcds,0
1820,1969,Maximum Number of Accepted Invitations,2,maximum-number-of-accepted-invitations,1
1821,1974,Find Customers With Positive Revenue this Year,1,find-customers-with-positive-revenue-this-year,1
1822,1950,Sign of the Product of an Array,1,sign-of-the-product-of-an-array,0
1823,1951,Find the Winner of the Circular Game,2,find-the-winner-of-the-circular-game,0
1824,1952,Minimum Sideway Jumps,2,minimum-sideway-jumps,0
1825,1953,Finding MK Average,3,finding-mk-average,0
1826,1980,Faulty Sensor,1,faulty-sensor,1
1827,1938,Minimum Operations to Make the Array Increasing,1,minimum-operations-to-make-the-array-increasing,0
1828,1939,Queries on Number of Points Inside a Circle,2,queries-on-number-of-points-inside-a-circle,0
1829,1940,Maximum XOR for Each Query,2,maximum-xor-for-each-query,0
1830,1941,Minimum Number of Operations to Make String Sorted,3,minimum-number-of-operations-to-make-string-sorted,0
1831,1981,Maximum Transaction Each Day,2,maximum-transaction-each-day,1
1832,1960,Check if the Sentence Is Pangram,1,check-if-the-sentence-is-pangram,0
1833,1961,Maximum Ice Cream Bars,2,maximum-ice-cream-bars,0
1834,1962,Single-Threaded CPU,2,single-threaded-cpu,0
1835,1963,Find XOR Sum of All Pairs Bitwise AND,3,find-xor-sum-of-all-pairs-bitwise-and,0
1836,1982,Remove Duplicates From an Unsorted Linked List,2,remove-duplicates-from-an-unsorted-linked-list,1
1837,1965,Sum of Digits in Base K,1,sum-of-digits-in-base-k,0
1838,1966,Frequency of the Most Frequent Element,2,frequency-of-the-most-frequent-element,0
1839,1967,Longest Substring Of All Vowels in Order,2,longest-substring-of-all-vowels-in-order,0
1840,1968,Maximum Building Height,3,maximum-building-height,0
1841,1991,League Statistics,2,league-statistics,1
1842,1997,Next Palindrome Using Same Digits,3,next-palindrome-using-same-digits,1
1843,1998,Suspicious Bank Accounts,2,suspicious-bank-accounts,1
1844,1954,Replace All Digits with Characters,1,replace-all-digits-with-characters,0
1845,1955,Seat Reservation Manager,2,seat-reservation-manager,0
1846,1956,Maximum Element After Decreasing and Rearranging,2,maximum-element-after-decreasing-and-rearranging,0
1847,1957,Closest Room,3,closest-room,0
1848,1975,Minimum Distance to the Target Element,1,minimum-distance-to-the-target-element,0
1849,1976,Splitting a String Into Descending Consecutive Values,2,splitting-a-string-into-descending-consecutive-values,0
1850,1978,Minimum Adjacent Swaps to Reach the Kth Smallest Number,2,minimum-adjacent-swaps-to-reach-the-kth-smallest-number,0
1851,1977,Minimum Interval to Include Each Query,3,minimum-interval-to-include-each-query,0
1852,2003,Distinct Numbers in Each Subarray,2,distinct-numbers-in-each-subarray,1
1853,2004,Convert Date Format,1,convert-date-format,1
1854,1983,Maximum Population Year,1,maximum-population-year,0
1855,1984,Maximum Distance Between a Pair of Values,2,maximum-distance-between-a-pair-of-values,0
1856,1985,Maximum Subarray Min-Product,2,maximum-subarray-min-product,0
1857,1986,Largest Color Value in a Directed Graph,3,largest-color-value-in-a-directed-graph,0
1858,2009,Longest Word With All Prefixes,2,longest-word-with-all-prefixes,1
1859,1970,Sorting the Sentence,1,sorting-the-sentence,0
1860,1971,Incremental Memory Leak,2,incremental-memory-leak,0
1861,1972,Rotating the Box,2,rotating-the-box,0
1862,1326,Sum of Floored Pairs,3,sum-of-floored-pairs,0
1863,1993,Sum of All Subset XOR Totals,1,sum-of-all-subset-xor-totals,0
1864,1994,Minimum Number of Swaps to Make the Binary String Alternating,2,minimum-number-of-swaps-to-make-the-binary-string-alternating,0
1865,1995,Finding Pairs With a Certain Sum,2,finding-pairs-with-a-certain-sum,0
1866,1996,Number of Ways to Rearrange Sticks With K Sticks Visible,3,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,0
1867,2014,Orders With Maximum Quantity Above Average,2,orders-with-maximum-quantity-above-average,1
1868,2019,Product of Two Run-Length Encoded Arrays,2,product-of-two-run-length-encoded-arrays,1
1869,1999,Longer Contiguous Segments of Ones than Zeros,1,longer-contiguous-segments-of-ones-than-zeros,0
1870,2000,Minimum Speed to Arrive on Time,2,minimum-speed-to-arrive-on-time,0
1871,2001,Jump Game VII,2,jump-game-vii,0
1872,2002,Stone Game VIII,3,stone-game-viii,0
1873,2024,Calculate Special Bonus,1,calculate-special-bonus,0
1874,2029,Minimize Product Sum of Two Arrays,2,minimize-product-sum-of-two-arrays,1
1875,2030,Group Employees of the Same Salary,2,group-employees-of-the-same-salary,1
1876,1987,Substrings of Size Three with Distinct Characters,1,substrings-of-size-three-with-distinct-characters,0
1877,1988,Minimize Maximum Pair Sum in Array,2,minimize-maximum-pair-sum-in-array,0
1878,1990,Get Biggest Three Rhombus Sums in a Grid,2,get-biggest-three-rhombus-sums-in-a-grid,0
1879,1989,Minimum XOR Sum of Two Arrays,3,minimum-xor-sum-of-two-arrays,0
1880,2010,Check if Word Equals Summation of Two Words,1,check-if-word-equals-summation-of-two-words,0
1881,2011,Maximum Value after Insertion,2,maximum-value-after-insertion,0
1882,2012,Process Tasks Using Servers,2,process-tasks-using-servers,0
1883,2013,Minimum Skips to Arrive at Meeting On Time,3,minimum-skips-to-arrive-at-meeting-on-time,0
1884,2031,Egg Drop With 2 Eggs and N Floors,2,egg-drop-with-2-eggs-and-n-floors,0
1885,2036,Count Pairs in Two Arrays,2,count-pairs-in-two-arrays,1
1886,2015,Determine Whether Matrix Can Be Obtained By Rotation,1,determine-whether-matrix-can-be-obtained-by-rotation,0
1887,2016,Reduction Operations to Make the Array Elements Equal,2,reduction-operations-to-make-the-array-elements-equal,0
1888,2017,Minimum Number of Flips to Make the Binary String Alternating,2,minimum-number-of-flips-to-make-the-binary-string-alternating,0
1889,2018,Minimum Space Wasted From Packaging,3,minimum-space-wasted-from-packaging,0
1890,2041,The Latest Login in 2020,1,the-latest-login-in-2020,0
1891,2045,Cutting Ribbons,2,cutting-ribbons,1
1892,2046,Page Recommendations II,3,page-recommendations-ii,1
1893,2005,Check if All the Integers in a Range Are Covered,1,check-if-all-the-integers-in-a-range-are-covered,0
1894,2006,Find the Student that Will Replace the Chalk,2,find-the-student-that-will-replace-the-chalk,0
1895,1311,Largest Magic Square,2,largest-magic-square,0
1896,2008,Minimum Cost to Change the Final Value of Expression,3,minimum-cost-to-change-the-final-value-of-expression,0
1897,2025,Redistribute Characters to Make All Strings Equal,1,redistribute-characters-to-make-all-strings-equal,0
1898,2027,Maximum Number of Removable Characters,2,maximum-number-of-removable-characters,0
1899,2026,Merge Triplets to Form Target Triplet,2,merge-triplets-to-form-target-triplet,0
1900,2028,The Earliest and Latest Rounds Where Players Compete,3,the-earliest-and-latest-rounds-where-players-compete,0
1901,2047,Find a Peak Element II,2,find-a-peak-element-ii,0
1902,2052,Depth of BST Given Insertion Order,2,depth-of-bst-given-insertion-order,1
1903,2032,Largest Odd Number in String,1,largest-odd-number-in-string,0
1904,2033,The Number of Full Rounds You Have Played,2,the-number-of-full-rounds-you-have-played,0
1905,2035,Count Sub Islands,2,count-sub-islands,0
1906,2034,Minimum Absolute Difference Queries,2,minimum-absolute-difference-queries,0
1907,2057,Count Salary Categories,2,count-salary-categories,0
1908,2062,Game of Nim,2,game-of-nim,1
1909,2020,Remove One Element to Make the Array Strictly Increasing,1,remove-one-element-to-make-the-array-strictly-increasing,0
1910,2021,Remove All Occurrences of a Substring,2,remove-all-occurrences-of-a-substring,0
1911,2022,Maximum Alternating Subsequence Sum,2,maximum-alternating-subsequence-sum,0
1912,2023,Design Movie Rental System,3,design-movie-rental-system,0
1913,2042,Maximum Product Difference Between Two Pairs,1,maximum-product-difference-between-two-pairs,0
1914,2043,Cyclically Rotating a Grid,2,cyclically-rotating-a-grid,0
1915,2044,Number of Wonderful Substrings,2,number-of-wonderful-substrings,0
1916,1313,Count Ways to Build Rooms in an Ant Colony,3,count-ways-to-build-rooms-in-an-ant-colony,0
1917,2063,Leetcodify Friends Recommendations,3,leetcodify-friends-recommendations,1
1918,2069,Kth Smallest Subarray Sum,2,kth-smallest-subarray-sum,1
1919,2064,Leetcodify Similar Friends,3,leetcodify-similar-friends,1
1920,2048,Build Array from Permutation,1,build-array-from-permutation,0
1921,2049,Eliminate Maximum Number of Monsters,2,eliminate-maximum-number-of-monsters,0
1922,2050,Count Good Numbers,2,count-good-numbers,0
1923,2051,Longest Common Subpath,3,longest-common-subpath,0
1924,2074,Erect the Fence II,3,erect-the-fence-ii,1
1925,2037,Count Square Sum Triples,1,count-square-sum-triples,0
1926,2038,Nearest Exit from Entrance in Maze,2,nearest-exit-from-entrance-in-maze,0
1927,2039,Sum Game,2,sum-game,0
1928,2040,Minimum Cost to Reach Destination in Time,3,minimum-cost-to-reach-destination-in-time,0
1929,2058,Concatenation of Array,1,concatenation-of-array,0
1930,2059,Unique Length-3 Palindromic Subsequences,2,unique-length-3-palindromic-subsequences,0
1931,2061,Painting a Grid With Three Different Colors,3,painting-a-grid-with-three-different-colors,0
1932,2060,Merge BSTs to Create Single BST,3,merge-bsts-to-create-single-bst,0
1933,2070,Check if String Is Decomposable Into Value-Equal Substrings,1,check-if-string-is-decomposable-into-value-equal-substrings,1
1934,2087,Confirmation Rate,2,confirmation-rate,0
1935,1264,Maximum Number of Words You Can Type,1,maximum-number-of-words-you-can-type,0
1936,2066,Add Minimum Number of Rungs,2,add-minimum-number-of-rungs,0
1937,2067,Maximum Number of Points with Cost,2,maximum-number-of-points-with-cost,0
1938,2068,Maximum Genetic Difference Query,3,maximum-genetic-difference-query,0
1939,2092,Users That Actively Request Confirmation Messages,1,users-that-actively-request-confirmation-messages,1
1940,2071,Longest Common Subsequence Between Sorted Arrays,2,longest-common-subsequence-between-sorted-arrays,1
1941,2053,Check if All Characters Have Equal Number of Occurrences,1,check-if-all-characters-have-equal-number-of-occurrences,0
1942,2054,The Number of the Smallest Unoccupied Chair,2,the-number-of-the-smallest-unoccupied-chair,0
1943,2055,Describe the Painting,2,describe-the-painting,0
1944,1305,Number of Visible People in a Queue,3,number-of-visible-people-in-a-queue,0
1945,2076,Sum of Digits of String After Convert,1,sum-of-digits-of-string-after-convert,0
1946,2077,Largest Number After Mutating Substring,2,largest-number-after-mutating-substring,0
1947,2078,Maximum Compatibility Score Sum,2,maximum-compatibility-score-sum,0
1948,2079,Delete Duplicate Folders in System,3,delete-duplicate-folders-in-system,0
1949,2097,Strong Friendship,2,strong-friendship,1
1950,2072,Maximum of Minimum Values in All Subarrays,2,maximum-of-minimum-values-in-all-subarrays,1
1951,2098,All the Pairs With the Maximum Number of Common Followers,2,all-the-pairs-with-the-maximum-number-of-common-followers,1
1952,2083,Three Divisors,1,three-divisors,0
1953,2084,Maximum Number of Weeks for Which You Can Work,2,maximum-number-of-weeks-for-which-you-can-work,0
1954,1295,Minimum Garden Perimeter to Collect Enough Apples,2,minimum-garden-perimeter-to-collect-enough-apples,0
1955,2086,Count Number of Special Subsequences,3,count-number-of-special-subsequences,0
1956,2073,Minimum Time For K Virus Variants to Spread,3,minimum-time-for-k-virus-variants-to-spread,1
1957,1302,Delete Characters to Make Fancy String,1,delete-characters-to-make-fancy-string,0
1958,2080,Check if Move is Legal,2,check-if-move-is-legal,0
1959,2081,Minimum Total Space Wasted With K Resizing Operations,2,minimum-total-space-wasted-with-k-resizing-operations,0
1960,1336,Maximum Product of the Length of Two Palindromic Substrings,3,maximum-product-of-the-length-of-two-palindromic-substrings,0
1961,2093,Check If String Is a Prefix of Array,1,check-if-string-is-a-prefix-of-array,0
1962,2094,Remove Stones to Minimize the Total,2,remove-stones-to-minimize-the-total,0
1963,2095,Minimum Number of Swaps to Make the String Balanced,2,minimum-number-of-swaps-to-make-the-string-balanced,0
1964,2096,Find the Longest Valid Obstacle Course at Each Position,3,find-the-longest-valid-obstacle-course-at-each-position,0
1965,2110,Employees With Missing Information,1,employees-with-missing-information,0
1966,2111,Binary Searchable Numbers in an Unsorted Array,2,binary-searchable-numbers-in-an-unsorted-array,1
1967,2099,Number of Strings That Appear as Substrings in Word,1,number-of-strings-that-appear-as-substrings-in-word,0
1968,2085,Array With Elements Not Equal to Average of Neighbors,2,array-with-elements-not-equal-to-average-of-neighbors,0
1969,2100,Minimum Non-Zero Product of the Array Elements,2,minimum-non-zero-product-of-the-array-elements,0
1970,2101,Last Day Where You Can Still Cross,3,last-day-where-you-can-still-cross,0
1971,2121,Find if Path Exists in Graph,1,find-if-path-exists-in-graph,0
1972,2120,First and Last Call On the Same Day,3,first-and-last-call-on-the-same-day,1
1973,2126,Count Nodes Equal to Sum of Descendants,2,count-nodes-equal-to-sum-of-descendants,1
1974,2088,Minimum Time to Type Word Using Special Typewriter,1,minimum-time-to-type-word-using-special-typewriter,0
1975,2089,Maximum Matrix Sum,2,maximum-matrix-sum,0
1976,2090,Number of Ways to Arrive at Destination,2,number-of-ways-to-arrive-at-destination,0
1977,2091,Number of Ways to Separate Numbers,3,number-of-ways-to-separate-numbers,0
1978,2127,Employees Whose Manager Left the Company,1,employees-whose-manager-left-the-company,0
1979,2106,Find Greatest Common Divisor of Array,1,find-greatest-common-divisor-of-array,0
1980,2107,Find Unique Binary String,2,find-unique-binary-string,0
1981,2108,Minimize the Difference Between Target and Chosen Elements,2,minimize-the-difference-between-target-and-chosen-elements,0
1982,2109,Find Array Given Subset Sums,3,find-array-given-subset-sums,0
1983,519,Widest Pair of Indices With Equal Range Sum,2,widest-pair-of-indices-with-equal-range-sum,1
1984,2112,Minimum Difference Between Highest and Lowest of K Scores,1,minimum-difference-between-highest-and-lowest-of-k-scores,0
1985,2113,Find the Kth Largest Integer in the Array,2,find-the-kth-largest-integer-in-the-array,0
1986,2114,Minimum Number of Work Sessions to Finish the Tasks,2,minimum-number-of-work-sessions-to-finish-the-tasks,0
1987,2115,Number of Unique Good Subsequences,3,number-of-unique-good-subsequences,0
1988,2136,Find Cutoff Score for Each School,2,find-cutoff-score-for-each-school,1
1989,1979,Maximum Number of People That Can Be Caught in Tag,2,maximum-number-of-people-that-can-be-caught-in-tag,1
1990,2143,Count the Number of Experiments,2,count-the-number-of-experiments,1
1991,2102,Find the Middle Index in Array,1,find-the-middle-index-in-array,0
1992,2103,Find All Groups of Farmland,2,find-all-groups-of-farmland,0
1993,2104,Operations on Tree,2,operations-on-tree,0
1994,2105,The Number of Good Subsets,3,the-number-of-good-subsets,0
1995,2122,Count Special Quadruplets,1,count-special-quadruplets,0
1996,2123,The Number of Weak Characters in the Game,2,the-number-of-weak-characters-in-the-game,0
1997,2124,First Day Where You Have Been in All the Rooms,2,first-day-where-you-have-been-in-all-the-rooms,0
1998,2125,GCD Sort of an Array,3,gcd-sort-of-an-array,0
1999,2141,Smallest Greater Multiple Made of Two Digits,2,smallest-greater-multiple-made-of-two-digits,1
2000,2128,Reverse Prefix of Word,1,reverse-prefix-of-word,0
2001,2129,Number of Pairs of Interchangeable Rectangles,2,number-of-pairs-of-interchangeable-rectangles,0
2002,2130,Maximum Product of the Length of Two Palindromic Subsequences,2,maximum-product-of-the-length-of-two-palindromic-subsequences,0
2003,2131,Smallest Missing Genetic Value in Each Subtree,3,smallest-missing-genetic-value-in-each-subtree,0
2004,2152,The Number of Seniors and Juniors to Join the Company,3,the-number-of-seniors-and-juniors-to-join-the-company,1
2005,2153,Subtree Removal Game with Fibonacci Tree,3,subtree-removal-game-with-fibonacci-tree,1
2006,2116,Count Number of Pairs With Absolute Difference K,1,count-number-of-pairs-with-absolute-difference-k,0
2007,2117,Find Original Array From Doubled Array,2,find-original-array-from-doubled-array,0
2008,2118,Maximum Earnings From Taxi,2,maximum-earnings-from-taxi,0
2009,2119,Minimum Number of Operations to Make Array Continuous,3,minimum-number-of-operations-to-make-array-continuous,0
2010,2158,The Number of Seniors and Juniors to Join the Company II,3,the-number-of-seniors-and-juniors-to-join-the-company-ii,1
2011,2137,Final Value of Variable After Performing Operations,1,final-value-of-variable-after-performing-operations,0
2012,2138,Sum of Beauty in the Array,2,sum-of-beauty-in-the-array,0
2013,2139,Detect Squares,2,detect-squares,0
2014,2140,Longest Subsequence Repeated k Times,3,longest-subsequence-repeated-k-times,0
2015,2142,Average Height of Buildings in Each Segment,2,average-height-of-buildings-in-each-segment,1
2016,2144,Maximum Difference Between Increasing Elements,1,maximum-difference-between-increasing-elements,0
2017,2145,Grid Game,2,grid-game,0
2018,2146,Check if Word Can Be Placed In Crossword,2,check-if-word-can-be-placed-in-crossword,0
2019,2147,The Score of Students Solving Math Expression,3,the-score-of-students-solving-math-expression,0
2020,2167,Number of Accounts That Did Not Stream,2,number-of-accounts-that-did-not-stream,1
2021,2075,Brightest Position on Street,2,brightest-position-on-street,1
2022,2132,Convert 1D Array Into 2D Array,1,convert-1d-array-into-2d-array,0
2023,2133,Number of Pairs of Strings With Concatenation Equal to Target,2,number-of-pairs-of-strings-with-concatenation-equal-to-target,0
2024,2134,Maximize the Confusion of an Exam,2,maximize-the-confusion-of-an-exam,0
2025,2135,Maximum Number of Ways to Partition an Array,3,maximum-number-of-ways-to-partition-an-array,0
2026,2172,Low-Quality Problems,1,low-quality-problems,1
2027,2154,Minimum Moves to Convert String,1,minimum-moves-to-convert-string,0
2028,2155,Find Missing Observations,2,find-missing-observations,0
2029,2156,Stone Game IX,2,stone-game-ix,0
2030,2157,Smallest K-Length Subsequence With Occurrences of a Letter,3,smallest-k-length-subsequence-with-occurrences-of-a-letter,0
2031,510,Count Subarrays With More Ones Than Zeros,2,count-subarrays-with-more-ones-than-zeros,1
2032,2159,Two Out of Three,1,two-out-of-three,0
2033,2160,Minimum Operations to Make a Uni-Value Grid,2,minimum-operations-to-make-a-uni-value-grid,0
2034,2161,Stock Price Fluctuation ,2,stock-price-fluctuation,0
2035,2162,Partition Array Into Two Arrays to Minimize Sum Difference,3,partition-array-into-two-arrays-to-minimize-sum-difference,0
2036,512,Maximum Alternating Subarray Sum,2,maximum-alternating-subarray-sum,1
2037,2148,Minimum Number of Moves to Seat Everyone,1,minimum-number-of-moves-to-seat-everyone,0
2038,2149,Remove Colored Pieces if Both Neighbors are the Same Color,2,remove-colored-pieces-if-both-neighbors-are-the-same-color,0
2039,2151,The Time When the Network Becomes Idle,2,the-time-when-the-network-becomes-idle,0
2040,2150,Kth Smallest Product of Two Sorted Arrays,3,kth-smallest-product-of-two-sorted-arrays,0
2041,2185,Accepted Candidates From the Interviews,2,accepted-candidates-from-the-interviews,1
2042,2168,Check if Numbers Are Ascending in a Sentence,1,check-if-numbers-are-ascending-in-a-sentence,0
2043,2169,Simple Bank System,2,simple-bank-system,0
2044,2170,Count Number of Maximum Bitwise-OR Subsets,2,count-number-of-maximum-bitwise-or-subsets,0
2045,2171,Second Minimum Time to Reach Destination,3,second-minimum-time-to-reach-destination,0
2046,1992,Sort Linked List Already Sorted Using Absolute Values,2,sort-linked-list-already-sorted-using-absolute-values,1
2047,2173,Number of Valid Words in a Sentence,1,number-of-valid-words-in-a-sentence,0
2048,2174,Next Greater Numerically Balanced Number,2,next-greater-numerically-balanced-number,0
2049,2175,Count Nodes With the Highest Score,2,count-nodes-with-the-highest-score,0
2050,2176,Parallel Courses III,3,parallel-courses-iii,0
2051,2194,The Category of Each Member in the Store,2,the-category-of-each-member-in-the-store,1
2052,2082,Minimum Cost to Separate Sentence Into Rows,2,minimum-cost-to-separate-sentence-into-rows,1
2053,2163,Kth Distinct String in an Array,1,kth-distinct-string-in-an-array,0
2054,2164,Two Best Non-Overlapping Events,2,two-best-non-overlapping-events,0
2055,2165,Plates Between Candles,2,plates-between-candles,0
2056,2166,Number of Valid Move Combinations On Chessboard,3,number-of-valid-move-combinations-on-chessboard,0
2057,2181,Smallest Index With Equal Value,1,smallest-index-with-equal-value,0
2058,2182,Find the Minimum and Maximum Number of Nodes Between Critical Points,2,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,0
2059,2183,Minimum Operations to Convert Number,2,minimum-operations-to-convert-number,0
2060,2184,Check if an Original String Exists Given Two Encoded Strings,3,check-if-an-original-string-exists-given-two-encoded-strings,0
2061,2203,Number of Spaces Cleaning Robot Cleaned,2,number-of-spaces-cleaning-robot-cleaned,1
2062,2186,Count Vowel Substrings of a String,1,count-vowel-substrings-of-a-string,0
2063,2187,Vowels of All Substrings,2,vowels-of-all-substrings,0
2064,2188,Minimized Maximum of Products Distributed to Any Store,2,minimized-maximum-of-products-distributed-to-any-store,0
2065,2189,Maximum Path Quality of a Graph,3,maximum-path-quality-of-a-graph,0
2066,2208,Account Balance,2,account-balance,1
2067,2209,Number of Equal Count Substrings,2,number-of-equal-count-substrings,1
2068,2177,Check Whether Two Strings are Almost Equivalent,1,check-whether-two-strings-are-almost-equivalent,0
2069,2178,Walking Robot Simulation II,2,walking-robot-simulation-ii,0
2070,2179,Most Beautiful Item for Each Query,2,most-beautiful-item-for-each-query,0
2071,2180,Maximum Number of Tasks You Can Assign,3,maximum-number-of-tasks-you-can-assign,0
2072,2214,The Winner University,1,the-winner-university,1
2073,2195,Time Needed to Buy Tickets,1,time-needed-to-buy-tickets,0
2074,2196,Reverse Nodes in Even Length Groups,2,reverse-nodes-in-even-length-groups,0
2075,2197,Decode the Slanted Ciphertext,2,decode-the-slanted-ciphertext,0
2076,2198,Process Restricted Friend Requests,3,process-restricted-friend-requests,0
2077,2218,Paths in Maze That Lead to Same Room,2,paths-in-maze-that-lead-to-same-room,1
2078,2199,Two Furthest Houses With Different Colors,1,two-furthest-houses-with-different-colors,0
2079,1310,Watering Plants,2,watering-plants,0
2080,1294,Range Frequency Queries,2,range-frequency-queries,0
2081,2202,Sum of k-Mirror Numbers,3,sum-of-k-mirror-numbers,0
2082,2223,The Number of Rich Customers,1,the-number-of-rich-customers,1
2083,2225,Substrings That Begin and End With the Same Letter,2,substrings-that-begin-and-end-with-the-same-letter,1
2084,2224,Drop Type 1 Orders for Customers With Type 0 Orders,2,drop-type-1-orders-for-customers-with-type-0-orders,1
2085,2190,Count Common Words With One Occurrence,1,count-common-words-with-one-occurrence,0
2086,2191,Minimum Number of Food Buckets to Feed the Hamsters,2,minimum-number-of-food-buckets-to-feed-the-hamsters,0
2087,2192,Minimum Cost Homecoming of a Robot in a Grid,2,minimum-cost-homecoming-of-a-robot-in-a-grid,0
2088,2193,Count Fertile Pyramids in a Land,3,count-fertile-pyramids-in-a-land,0
2089,2210,Find Target Indices After Sorting Array,1,find-target-indices-after-sorting-array,0
2090,2211,K Radius Subarray Averages,2,k-radius-subarray-averages,0
2091,2212,Removing Minimum and Maximum From Array,2,removing-minimum-and-maximum-from-array,0
2092,2213,Find All People With Secret,3,find-all-people-with-secret,0
2093,2230,Minimum Cost to Reach City With Discounts,2,minimum-cost-to-reach-city-with-discounts,1
2094,2215,Finding 3-Digit Even Numbers,1,finding-3-digit-even-numbers,0
2095,2216,Delete the Middle Node of a Linked List,2,delete-the-middle-node-of-a-linked-list,0
2096,2217,Step-By-Step Directions From a Binary Tree Node to Another,2,step-by-step-directions-from-a-binary-tree-node-to-another,0
2097,2201,Valid Arrangement of Pairs,3,valid-arrangement-of-pairs,0
2098,2242,Subsequence of Size K With the Largest Even Sum,2,subsequence-of-size-k-with-the-largest-even-sum,1
2099,2204,Find Subsequence of Length K With the Largest Sum,1,find-subsequence-of-length-k-with-the-largest-sum,0
2100,2205,Find Good Days to Rob the Bank,2,find-good-days-to-rob-the-bank,0
2101,2206,Detonate the Maximum Bombs,2,detonate-the-maximum-bombs,0
2102,2207,Sequentially Ordinal Rank Tracker,3,sequentially-ordinal-rank-tracker,0
2103,2226,Rings and Rods,1,rings-and-rods,0
2104,2227,Sum of Subarray Ranges,2,sum-of-subarray-ranges,0
2105,2228,Watering Plants II,2,watering-plants-ii,0
2106,2229,Maximum Fruits Harvested After at Most K Steps,3,maximum-fruits-harvested-after-at-most-k-steps,0
2107,2247,Number of Unique Flavors After Sharing K Candies,2,number-of-unique-flavors-after-sharing-k-candies,1
2108,2231,Find First Palindromic String in the Array,1,find-first-palindromic-string-in-the-array,0
2109,2232,Adding Spaces to a String,2,adding-spaces-to-a-string,0
2110,2233,Number of Smooth Descent Periods of a Stock,2,number-of-smooth-descent-periods-of-a-stock,0
2111,2234,Minimum Operations to Make the Array K-Increasing,3,minimum-operations-to-make-the-array-k-increasing,0
2112,2252,The Airport With the Most Traffic,2,the-airport-with-the-most-traffic,1
2113,2258,Elements in Array After Removing and Replacing Elements,2,elements-in-array-after-removing-and-replacing-elements,1
2114,2219,Maximum Number of Words Found in Sentences,1,maximum-number-of-words-found-in-sentences,0
2115,2220,Find All Possible Recipes from Given Supplies,2,find-all-possible-recipes-from-given-supplies,0
2116,2221,Check if a Parentheses String Can Be Valid,2,check-if-a-parentheses-string-can-be-valid,0
2117,2222,Abbreviating the Product of a Range,3,abbreviating-the-product-of-a-range,0
2118,2253,Build the Equation,3,build-the-equation,1
2119,2238,A Number After a Double Reversal,1,a-number-after-a-double-reversal,0
2120,2239,Execution of All Suffix Instructions Staying in a Grid,2,execution-of-all-suffix-instructions-staying-in-a-grid,0
2121,2240,Intervals Between Identical Elements,2,intervals-between-identical-elements,0
2122,2241,Recover the Original Array,3,recover-the-original-array,0
2123,2259,Minimum Operations to Remove Adjacent Ones in Matrix,3,minimum-operations-to-remove-adjacent-ones-in-matrix,1
2124,2243,Check if All A's Appears Before All B's,1,check-if-all-as-appears-before-all-bs,0
2125,2244,Number of Laser Beams in a Bank,2,number-of-laser-beams-in-a-bank,0
